capture_sec,capture_nanosec,target3d_in_age_ms,target3d_compute_ms,target3d_out_age_ms,depth_vs_color_skew_ms,depth_valid
1785490483,182277100,122.332,2.635,124.841,91.155,1
1785490483,249029053,112.13,2.747,114.559,91.114,1
1785490483,282405273,129.547,3.203,132.574,57.738,1
1785490483,349158936,119.987,2.204,122.088,57.697,1
1785490483,415913818,100.146,5.544,105.52,57.655,1
1785490483,449291504,125.561,2.137,127.564,90.992,1
1785490483,516048340,96.118,3.399,99.382,24.236,1
1785490483,549427002,119.408,2.221,121.524,57.572,1
1785490483,649565430,87.984,2.792,90.581,24.151,1
1785490483,716272949,104.504,2.784,107.153,24.076,1
1785490483,749607666,123.416,2.811,125.995,57.368,1
1785490483,816276367,121.562,3.255,124.644,57.324,1
1785490483,882944092,92.737,2.181,94.814,57.281,1
1785490483,949611084,112.163,2.429,114.488,57.238,1
1785490483,982944336,126.214,2.715,128.787,90.528,1
1785490484,49610107,99.16,2.82,101.864,23.863,1
1785490484,116275146,112.718,2.565,115.085,90.441,1
1785490484,182939209,95.719,2.72,98.306,23.777,1
1785490484,249602783,90.033,2.231,92.158,23.734,1
1785490484,316265381,87.37,2.236,89.5,23.691,1
1785490484,382927002,90.709,2.104,92.711,23.648,1
1785490484,449587891,88.406,2.121,90.426,-43.013,1
1785490484,516248047,88.309,2.126,90.331,23.563,1
1785490484,582907471,92.625,2.205,94.718,23.521,1
1785490484,616236816,119.245,2.172,121.306,-9.809,1
1785490484,682895508,121.569,2.333,123.78,56.774,1
1785490484,749564697,108.773,4.145,112.765,56.731,1
1785490484,782898926,137.899,9.855,146.065,90.022,1
1785490484,849566895,124.859,5.081,129.818,89.979,1
1785490484,916234131,112.784,2.609,115.268,89.935,1
1785490484,949567627,146.488,2.558,148.843,123.224,1
1785490485,16233398,121.86,2.246,123.992,56.559,1
1785490485,82898682,109.044,2.366,111.285,56.515,1
1785490485,116230957,125.739,2.273,127.852,89.804,1
1785490485,182895020,114.946,2.665,117.486,89.76,1
1785490485,216226807,136.725,2.263,138.851,56.428,1
1785490485,282889648,116.708,2.626,119.174,56.386,1
1785490485,316220703,131.079,2.628,133.594,89.673,1
1785490485,382882324,118.757,2.418,121.044,89.63,1
1785490485,416212646,129.643,10.134,139.558,56.3,1
1785490485,482873047,122.81,2.806,125.483,56.256,1
1785490485,549532715,107.038,2.772,109.668,56.214,1
1785490485,582862305,124.393,2.649,126.929,89.499,1
1785490485,649520752,108.112,4.472,112.472,89.541,1
1785490485,682850098,167.478,2.875,170.222,122.927,1
1785490485,782986572,102.237,7.047,109.146,22.79,1
1785490485,816366211,144.77,3.008,147.664,122.847,1
1785490485,883126465,120.18,2.359,122.419,56.087,1
1785490485,983270020,94.427,2.479,96.749,22.665,1
1785490486,50034180,95.271,2.089,97.254,22.623,1
1785490486,116799805,103.274,3.11,106.241,22.581,1
1785490486,183567139,91.427,2.013,93.338,-44.187,1
1785490486,250335693,88.551,2.188,90.621,22.497,1
1785490486,317105957,110.055,3.237,112.837,22.455,1
1785490486,350491699,121.356,2.81,124.032,-10.93,1
1785490486,417264404,103.129,2.855,105.842,55.758,1
1785490486,450651123,119.782,2.383,122.052,89.104,1
1785490486,484038330,123.361,2.355,125.501,55.716,1
1785490486,584202393,89.589,3.177,92.599,22.287,1
1785490486,650980225,88.686,3.543,92.11,-44.491,1
1785490486,684368896,121.003,7.734,128.557,55.514,1
1785490486,717711426,141.014,3.386,144.061,22.171,1
1785490486,784396240,123.725,4.149,127.753,88.77,1
1785490486,851080322,99.701,6.217,105.771,22.086,1
1785490486,917763916,93.934,2.603,96.369,-44.598,1
1785490486,984446777,93.422,2.644,95.958,-111.281,1
1785490487,51129395,93.64,3.071,96.588,21.958,1
1785490487,117811279,94.125,2.633,96.588,-44.724,1
1785490487,184492676,94.764,2.894,97.532,21.872,1
1785490487,251173584,94.7,2.201,96.779,21.83,1
1785490487,317854004,87.779,2.234,89.91,-44.85,1
1785490487,384533936,88.787,2.283,90.895,21.745,1
1785490487,451213135,87.944,2.209,90.047,21.703,1
1785490487,517891846,92.733,2.32,94.943,21.66,1
1785490487,584570068,90.677,2.146,92.714,21.617,1
1785490487,651247803,88.898,4.88,93.562,21.574,1
1785490487,718018066,95.523,3.38,98.777,-45.196,1
1785490487,784790039,100.867,2.465,103.174,21.52,1
1785490487,851563721,115.868,2.666,118.38,21.479,1
1785490487,884951172,134.404,7.621,139.429,-11.909,1
1785490487,951727295,126.823,3.21,129.895,-78.685,1
1785490488,18505371,117.3,2.214,119.405,-145.463,1
1785490488,85285156,129.533,6.136,135.504,54.701,1
1785490488,152066650,97.488,2.291,99.662,54.659,1
1785490488,218849854,99.545,2.227,101.653,54.619,1
1785490488,252241943,120.795,2.936,123.622,87.97,1
1785490488,319027832,106.596,2.627,109.05,87.93,1
1785490488,352421387,123.078,3.605,126.559,54.537,1
1785490488,419209717,100.877,3.116,103.865,-12.252,1
1785490488,452604492,122.691,2.795,125.363,87.85,1
1785490488,519395508,119.938,2.262,122.004,87.809,1
1785490488,586188232,101.934,6.361,108.17,21.016,1
1785490488,619585449,136.355,5.294,141.496,54.347,1
1785490488,686331787,107.355,2.734,109.973,-12.399,1
1785490488,719681396,126.535,2.46,128.878,-45.749,1
1785490488,819730225,89.621,2.151,91.668,54.167,1
1785490488,853079834,112.098,3.968,115.927,87.473,1
1785490488,886429199,128.456,3.256,131.503,54.124,1
1785490488,986477051,105.699,2.577,108.147,87.387,1
1785490489,86524170,88.21,2.165,90.274,53.996,1
1785490489,153222168,89.28,2.296,91.474,53.953,1
1785490489,219919678,89.978,2.226,92.1,-12.745,1
1785490489,286616943,88.09,1.949,89.942,53.867,1
1785490489,353313965,88.259,2.193,90.348,53.825,1
1785490489,420010498,86.481,4.621,90.984,53.782,1
1785490489,486707031,89.103,2.161,91.161,53.74,1
1785490489,553403320,89.465,2.253,91.613,53.697,1
1785490489,620099121,98.358,2.203,100.443,53.661,1
1785490489,653447266,135.744,2.401,138.038,86.967,1
1785490489,720148438,123.049,2.329,125.27,86.924,1
1785490489,786849609,119.355,3.266,122.482,86.881,1
1785490489,853550293,97.112,10.758,107.746,20.18,1
1785490489,920250977,95.955,5.819,101.614,20.138,1
1785490489,986951172,96.847,4.462,101.183,-46.562,1
1785490490,87000977,90.858,2.386,93.13,53.361,1
1785490490,153700684,88.667,2.194,90.755,53.318,1
1785490490,220400146,88.92,2.174,90.988,53.275,1
1785490490,287099121,87.578,2.206,89.682,53.232,1
1785490490,353798096,88.538,2.175,90.609,53.19,1
