stamp_sec,stamp_nanosec,count,image_w,image_h,processing_ms,detect_ms,img_ms,worker_call_ms,ipc_overhead_ms,pre_ms,dpu_ms,post_ms,worker_ms,detection_publish_ms,overlay_ms,age_in_ms,frame_age_ms
1782199248,803662842,1,848,480,44.061,43.306,1.009,42.297,9.69,12.71,12.651,7.247,32.607,0.747,0.007,60.592,104.699
1782199248,903496582,1,848,480,42.748,42.046,2.26,39.786,6.652,13.045,12.937,7.153,33.135,0.697,0.004,45.488,88.24
1782199248,936773193,1,848,480,66.676,65.84,6.082,59.758,15.855,12.042,22.716,9.145,43.903,0.83,0.006,55.287,122.006
1782199249,3324707,1,848,480,52.049,51.362,1.873,49.489,15.297,12.49,14.431,7.271,34.192,0.682,0.005,67.47,119.487
1782199249,69873291,1,848,480,45.39,44.593,1.688,42.905,9.992,12.21,12.614,8.089,32.913,0.791,0.007,53.234,98.796
1782199249,103146729,1,848,480,57.577,56.75,1.042,55.709,14.803,12.229,13.042,15.635,40.905,0.82,0.006,66.929,124.516
1782199249,169691406,1,848,480,51.37,50.618,1.143,49.475,9.123,12.385,20.783,7.184,40.352,0.745,0.007,58.303,109.718
1782199249,202962646,1,848,480,59.874,59.13,1.304,57.825,17.175,15.858,13.675,11.117,40.65,0.738,0.006,81.441,141.302
1782199249,236233398,1,848,480,47.399,46.555,1.023,45.532,10.12,12.468,14.648,8.296,35.412,0.839,0.006,108.342,155.777
1782199249,336041748,1,848,480,48.356,47.637,5.332,42.305,10.0,11.304,13.764,7.238,32.306,0.711,0.007,56.35,104.752
1782199249,369309814,1,848,480,69.47,68.725,2.972,65.754,13.403,14.015,12.827,25.509,52.351,0.737,0.008,71.819,141.336
1782199249,435846436,1,848,480,67.648,66.947,1.162,65.784,16.797,29.046,12.897,7.045,48.987,0.695,0.006,75.131,142.825
1782199249,502426514,1,848,480,48.099,47.166,1.173,45.993,12.905,13.768,12.626,6.695,33.088,0.925,0.007,76.579,124.729
1782199249,569004395,1,848,480,59.853,59.121,3.185,55.936,12.277,12.825,23.575,7.259,43.659,0.727,0.005,59.153,119.024
1782199249,635579590,1,848,480,51.725,50.975,1.251,49.724,10.976,16.33,15.069,7.349,38.748,0.743,0.007,55.447,107.174
1782199249,735438232,1,848,480,43.152,42.307,1.12,41.187,7.717,14.508,12.448,6.513,33.47,0.84,0.006,48.177,91.337
1782199249,768723145,1,848,480,60.2,59.307,12.49,46.818,12.491,12.573,13.048,8.705,34.326,0.886,0.006,58.413,118.65
1782199249,835291260,1,848,480,66.539,65.797,1.3,64.497,22.521,13.728,20.175,8.072,41.976,0.737,0.005,52.386,118.968
1782199249,901856934,1,848,480,61.212,60.498,0.923,59.575,9.206,13.968,20.292,16.108,50.368,0.708,0.006,52.705,113.956
1782199249,968420166,1,848,480,67.288,66.398,0.97,65.428,8.635,12.637,27.508,16.648,56.793,0.884,0.006,48.564,115.876
1782199250,68260498,1,848,480,42.458,41.681,1.573,40.108,9.255,11.501,12.476,6.877,30.854,0.771,0.006,49.303,91.776
1782199250,168095459,1,848,480,42.82,42.113,2.52,39.593,8.946,11.583,12.457,6.608,30.648,0.702,0.005,44.55,87.358
1782199250,201372559,1,848,480,60.777,60.01,0.935,59.074,16.145,16.331,16.794,9.804,42.929,0.761,0.006,54.712,115.525
1782199250,234648926,1,848,480,68.324,67.597,5.085,62.512,23.065,11.575,16.414,11.458,39.447,0.721,0.007,82.556,150.953
1782199250,401022461,1,848,480,81.998,81.196,1.677,79.519,10.793,36.919,19.847,11.96,68.725,0.794,0.008,44.775,126.81
1782199250,434297363,1,848,480,62.239,61.407,1.304,60.103,18.52,11.671,21.802,8.11,41.583,0.826,0.005,93.9,156.166
1782199250,534157471,1,848,480,51.926,51.247,2.059,49.188,17.684,11.279,13.36,6.866,31.504,0.672,0.006,56.634,108.6
1782199250,667295410,1,848,480,53.296,52.495,2.256,50.239,6.726,18.949,17.681,6.883,43.513,0.794,0.007,44.228,97.562
